date,channel,account_creations,checkout_started
2025-07-20,Vrbo,0,0
2025-07-21,Airbnb,0,0
2025-07-21,Criteo,52,25
2025-07-21,Customer IO,41,78
2025-07-21,Direct Mail,1,10
2025-07-21,Google,608,172
2025-07-21,Influencer,158,21
2025-07-21,Manual,0,0
2025-07-21,Meta,582,195
2025-07-21,Organic,611,394
2025-07-21,Other,8,98
2025-07-21,Pinterest,35,6
2025-07-21,Vrbo,0,0
2025-07-22,Airbnb,0,0
2025-07-22,Criteo,39,17
2025-07-22,Customer IO,52,90
2025-07-22,Direct Mail,1,3
2025-07-22,Google,771,233
2025-07-22,Influencer,487,94
2025-07-22,Meta,538,215
2025-07-22,Microsoft,0,2
2025-07-22,Organic,636,358
2025-07-22,Other,2,92
2025-07-22,Pinterest,19,1
2025-07-22,Vrbo,0,0
2025-07-23,Airbnb,0,0
2025-07-23,Criteo,56,22
2025-07-23,Customer IO,30,78
2025-07-23,Direct Mail,0,1
2025-07-23,Google,746,225
2025-07-23,Influencer,314,24
2025-07-23,Meta,484,177
2025-07-23,Microsoft,0,2
2025-07-23,Organic,490,332
2025-07-23,Other,8,127
2025-07-23,Pinterest,19,9
2025-07-23,Vrbo,0,0
2025-07-24,Airbnb,0,0
2025-07-24,Criteo,44,23
2025-07-24,Customer IO,23,107
2025-07-24,Direct Mail,0,1
2025-07-24,Google,782,234
2025-07-24,Influencer,254,37
2025-07-24,Meta,540,204
2025-07-24,Microsoft,0,6
2025-07-24,Organic,542,290
2025-07-24,Other,8,84
2025-07-24,Pinterest,24,5
2025-07-25,Airbnb,0,0
2025-07-25,Criteo,27,26
2025-07-25,Customer IO,17,69
2025-07-25,Email Action,0,1
2025-07-25,Google,706,218
2025-07-25,Influencer,61,8
2025-07-25,Meta,592,203
2025-07-25,Microsoft,2,0
2025-07-25,Organic,418,241
2025-07-25,Other,4,107
2025-07-25,Pinterest,32,8
2025-07-26,Airbnb,0,0
2025-07-26,Criteo,49,28
2025-07-26,Customer IO,52,139
2025-07-26,Direct Mail,0,2
2025-07-26,Google,621,234
2025-07-26,Influencer,21,16
2025-07-26,Meta,434,169
2025-07-26,Microsoft,1,1
2025-07-26,Organic,425,306
2025-07-26,Other,10,109
2025-07-26,Pinterest,24,5
2025-07-27,Airbnb,0,0
2025-07-27,Booking,0,0
2025-07-27,Criteo,36,24
2025-07-27,Customer IO,46,95
2025-07-27,Direct Mail,1,5
2025-07-27,Google,688,237
2025-07-27,Influencer,46,8
2025-07-27,Meta,434,138
2025-07-27,Microsoft,7,1
2025-07-27,Organic,557,380
2025-07-27,Other,14,126
2025-07-27,Pinterest,25,4
2025-07-27,Vrbo,0,0
2025-07-28,Airbnb,0,0
2025-07-28,Criteo,40,22
2025-07-28,Customer IO,36,76
2025-07-28,Direct Mail,0,0
2025-07-28,Google,676,210
2025-07-28,Influencer,538,67
2025-07-28,Manual,0,0
2025-07-28,Meta,426,186
2025-07-28,Microsoft,4,4
2025-07-28,Organic,536,310
2025-07-28,Other,7,162
2025-07-28,Pinterest,26,3
2025-07-28,Vrbo,0,0
2025-07-29,Airbnb,0,0
2025-07-29,Criteo,31,14
2025-07-29,Customer IO,24,131
2025-07-29,Direct Mail,0,2
2025-07-29,Google,698,180
2025-07-29,Influencer,361,40
2025-07-29,Meta,378,132
2025-07-29,Microsoft,6,11
2025-07-29,Organic,600,374
2025-07-29,Other,12,90
2025-07-29,Pinterest,15,5
2025-07-29,Vrbo,0,0
2025-07-30,Airbnb,0,0
2025-07-30,Criteo,21,16
2025-07-30,Customer IO,40,74
2025-07-30,Direct Mail,0,2
2025-07-30,Google,718,189
2025-07-30,Influencer,282,72
2025-07-30,Manual,0,0
2025-07-30,Meta,213,90
2025-07-30,Microsoft,13,6
2025-07-30,Organic,578,318
2025-07-30,Other,20,119
2025-07-30,Pinterest,22,9
2025-07-31,Airbnb,0,0
2025-07-31,Criteo,29,15
2025-07-31,Customer IO,21,97
2025-07-31,Google,575,147
2025-07-31,Influencer,243,49
2025-07-31,Meta,247,110
2025-07-31,Microsoft,17,5
2025-07-31,Organic,491,319
2025-07-31,Other,8,81
2025-07-31,Pinterest,12,5
2025-07-31,Vrbo,0,0
2025-08-01,Airbnb,0,0
2025-08-01,Booking,0,0
2025-08-01,Criteo,27,11
2025-08-01,Customer IO,25,56
2025-08-01,Google,509,117
2025-08-01,Influencer,130,14
2025-08-01,Meta,425,149
2025-08-01,Microsoft,1,7
2025-08-01,Organic,417,229
2025-08-01,Other,29,81
2025-08-01,Pinterest,11,2
2025-08-01,Vrbo,0,0
2025-08-02,Airbnb,0,0
2025-08-02,Criteo,20,9
2025-08-02,Customer IO,21,87
2025-08-02,Direct Mail,0,7
2025-08-02,Google,680,167
2025-08-02,Influencer,160,26
2025-08-02,Meta,374,139
2025-08-02,Microsoft,5,10
2025-08-02,Organic,462,311
2025-08-02,Other,13,96
2025-08-02,Pinterest,8,2
2025-08-02,Vrbo,0,0
2025-08-03,Airbnb,0,0
2025-08-03,Criteo,38,14
2025-08-03,Customer IO,27,64
2025-08-03,Direct Mail,0,1
2025-08-03,Google,727,196
2025-08-03,Influencer,88,17
2025-08-03,Meta,272,124
2025-08-03,Microsoft,5,1
2025-08-03,Organic,498,283
2025-08-03,Other,9,130
2025-08-03,Pinterest,5,1
2025-08-03,Vrbo,0,0
2025-08-04,Airbnb,0,0
2025-08-04,Criteo,30,14
2025-08-04,Customer IO,28,41
2025-08-04,Direct Mail,0,7
2025-08-04,Google,617,159
2025-08-04,Influencer,152,35
2025-08-04,Meta,516,157
2025-08-04,Microsoft,13,2
2025-08-04,Organic,582,276
2025-08-04,Other,13,106
2025-08-04,Pinterest,2,0
2025-08-04,Vrbo,0,0
2025-08-05,Airbnb,0,0
2025-08-05,Criteo,37,20
2025-08-05,Customer IO,27,65
2025-08-05,Google,678,168
2025-08-05,Influencer,145,32
2025-08-05,Manual,0,0
2025-08-05,Meta,246,89
2025-08-05,Microsoft,4,3
2025-08-05,Organic,518,256
2025-08-05,Other,14,88
2025-08-05,Pinterest,4,1
2025-08-05,TikTok,2,0
2025-08-05,Vrbo,0,0
2025-08-06,Airbnb,0,0
2025-08-06,Criteo,25,19
2025-08-06,Customer IO,23,53
2025-08-06,Direct Mail,1,0
2025-08-06,Google,646,149
2025-08-06,Influencer,162,22
2025-08-06,Meta,215,93
2025-08-06,Microsoft,4,3
2025-08-06,Organic,447,301
2025-08-06,Other,13,73
2025-08-06,Pinterest,7,1
2025-08-06,TikTok,16,4
2025-08-07,Airbnb,0,0
2025-08-07,Criteo,39,15
2025-08-07,Customer IO,15,56
2025-08-07,Direct Mail,1,1
2025-08-07,Google,595,148
2025-08-07,Influencer,236,33
2025-08-07,Manual,0,0
2025-08-07,Meta,257,118
2025-08-07,Microsoft,3,3
2025-08-07,Organic,446,259
2025-08-07,Other,6,74
2025-08-07,Pinterest,8,2
2025-08-07,TikTok,10,2
2025-08-07,Vrbo,0,0
2025-08-08,Airbnb,0,0
2025-08-08,Criteo,51,19
2025-08-08,Customer IO,29,69
2025-08-08,Direct Mail,2,2
2025-08-08,Google,539,140
2025-08-08,Influencer,105,11
2025-08-08,Manual,0,0
2025-08-08,Meta,771,332
2025-08-08,Microsoft,7,0
2025-08-08,Organic,550,291
2025-08-08,Other,8,87
2025-08-08,Pinterest,15,4
2025-08-08,TikTok,14,3
2025-08-09,Airbnb,0,0
2025-08-09,Criteo,21,12
2025-08-09,Customer IO,35,112
2025-08-09,Direct Mail,1,0
2025-08-09,Google,702,187
2025-08-09,Influencer,56,7
2025-08-09,Meta,177,112
2025-08-09,Microsoft,9,3
2025-08-09,Organic,440,284
2025-08-09,Other,9,99
2025-08-09,Pinterest,9,3
2025-08-09,TikTok,10,2
2025-08-10,Airbnb,0,0
2025-08-10,Criteo,23,9
2025-08-10,Customer IO,17,70
2025-08-10,Direct Mail,2,2
2025-08-10,Google,484,134
2025-08-10,Influencer,345,42
2025-08-10,Meta,259,104
2025-08-10,Microsoft,12,4
2025-08-10,Organic,449,273
2025-08-10,Other,10,112
2025-08-10,Pinterest,15,2
2025-08-10,TikTok,6,1
2025-08-10,Vrbo,0,0
2025-08-11,Airbnb,0,0
2025-08-11,Criteo,30,11
2025-08-11,Customer IO,22,62
2025-08-11,Direct Mail,0,2
2025-08-11,Google,372,103
2025-08-11,Influencer,117,24
2025-08-11,Manual,0,0
2025-08-11,Meta,207,119
2025-08-11,Microsoft,15,4
2025-08-11,Organic,429,233
2025-08-11,Other,5,52
2025-08-11,Pinterest,13,6
2025-08-11,TikTok,6,1
2025-08-11,Vrbo,0,0
2025-08-12,Airbnb,0,0
2025-08-12,Booking,0,0
2025-08-12,Criteo,38,13
2025-08-12,Customer IO,21,56
2025-08-12,Direct Mail,0,1
2025-08-12,Google,607,162
2025-08-12,Influencer,78,13
2025-08-12,Meta,192,65
2025-08-12,Microsoft,10,3
2025-08-12,Organic,404,253
2025-08-12,Other,10,54
2025-08-12,Pinterest,6,1
2025-08-12,TikTok,15,6
2025-08-12,Vrbo,0,0
2025-08-13,Airbnb,0,0
2025-08-13,Criteo,46,20
2025-08-13,Customer IO,24,57
2025-08-13,Google,561,165
2025-08-13,Influencer,230,15
2025-08-13,Meta,183,80
2025-08-13,Microsoft,2,4
2025-08-13,Organic,485,294
2025-08-13,Other,18,72
2025-08-13,Pinterest,8,3
2025-08-13,TikTok,7,1
2025-08-13,Vrbo,0,0
2025-08-14,Airbnb,0,0
2025-08-14,Criteo,17,11
2025-08-14,Customer IO,20,58
2025-08-14,Google,399,99
2025-08-14,Influencer,206,33
2025-08-14,Manual,0,0
2025-08-14,Meta,263,103
2025-08-14,Microsoft,4,2
2025-08-14,Organic,486,281
2025-08-14,Other,10,62
2025-08-14,Pinterest,3,1
2025-08-14,TikTok,9,3
2025-08-14,Vrbo,0,0
2025-08-15,Airbnb,0,0
2025-08-15,Criteo,21,19
2025-08-15,Customer IO,7,32
2025-08-15,Direct Mail,1,0
2025-08-15,Google,203,68
2025-08-15,Influencer,266,21
2025-08-15,Meta,216,120
2025-08-15,Microsoft,14,6
2025-08-15,Organic,409,244
2025-08-15,Other,4,31
2025-08-15,Pinterest,5,1
2025-08-15,TikTok,6,1
2025-08-15,Vrbo,0,0
2025-08-16,Airbnb,0,0
2025-08-16,Criteo,17,14
2025-08-16,Customer IO,27,62
2025-08-16,Direct Mail,0,1
2025-08-16,Google,272,73
2025-08-16,Influencer,45,14
2025-08-16,Meta,205,103
2025-08-16,Microsoft,31,5
2025-08-16,Organic,449,340
2025-08-16,Other,8,72
2025-08-16,Pinterest,12,1
2025-08-16,TikTok,9,1
2025-08-16,Vrbo,0,0
2025-08-17,Airbnb,0,0
2025-08-17,Criteo,14,8
2025-08-17,Customer IO,16,47
2025-08-17,Google,188,60
2025-08-17,Influencer,40,7
2025-08-17,Meta,249,109
2025-08-17,Microsoft,13,3
2025-08-17,Organic,460,295
2025-08-17,Other,50,92
2025-08-17,Pinterest,17,1
2025-08-17,TikTok,12,7
2025-08-17,Vrbo,0,0
2025-08-18,Airbnb,0,0
2025-08-18,Criteo,21,8
2025-08-18,Customer IO,13,47
2025-08-18,Direct Mail,0,1
2025-08-18,Google,173,36
2025-08-18,Influencer,27,7
2025-08-18,Manual,0,0
2025-08-18,Meta,144,50
2025-08-18,Microsoft,15,1
2025-08-18,Organic,459,289
2025-08-18,Other,14,79
2025-08-18,Pinterest,5,0
2025-08-18,TikTok,10,16
2025-08-18,Vrbo,0,0
2025-08-19,Airbnb,0,0
2025-08-19,Criteo,21,9
2025-08-19,Customer IO,23,51
2025-08-19,Google,145,54
2025-08-19,Influencer,75,10
2025-08-19,Manual,0,0
2025-08-19,Meta,275,118
2025-08-19,Microsoft,15,1
2025-08-19,Organic,513,310
2025-08-19,Other,12,82
2025-08-19,Pinterest,7,0
2025-08-19,TikTok,3,2
2025-08-19,Vrbo,0,0
2025-08-20,Airbnb,0,0
2025-08-20,Criteo,30,14
2025-08-20,Customer IO,31,88
2025-08-20,Direct Mail,0,2
2025-08-20,Google,169,47
2025-08-20,Influencer,333,42
2025-08-20,Manual,0,0
2025-08-20,Meta,185,64
2025-08-20,Microsoft,16,3
2025-08-20,Organic,427,317
2025-08-20,Other,19,91
2025-08-20,Pinterest,8,2
2025-08-20,TikTok,5,2
2025-08-20,Vrbo,0,0
2025-08-21,Airbnb,0,0
2025-08-21,Criteo,22,25
2025-08-21,Customer IO,21,71
2025-08-21,Google,202,62
2025-08-21,Influencer,227,29
2025-08-21,Manual,0,0
2025-08-21,Meta,171,82
2025-08-21,Microsoft,11,2
2025-08-21,Organic,418,293
2025-08-21,Other,13,79
2025-08-21,Pinterest,4,2
2025-08-21,TikTok,12,10
2025-08-21,Vrbo,0,0
2025-08-22,Airbnb,0,0
2025-08-22,Criteo,27,18
2025-08-22,Customer IO,10,67
2025-08-22,Direct Mail,0,2
2025-08-22,Google,149,53
2025-08-22,Influencer,112,14
2025-08-22,Manual,0,0
2025-08-22,Meta,144,43
2025-08-22,Microsoft,9,3
2025-08-22,Organic,231,265
2025-08-22,Other,40,67
2025-08-22,Pinterest,4,1
2025-08-22,TikTok,6,1
2025-08-22,Vrbo,0,0
2025-08-23,Airbnb,0,0
2025-08-23,Criteo,5,5
2025-08-23,Customer IO,8,103
2025-08-23,Direct Mail,0,3
2025-08-23,Google,19,47
2025-08-23,Influencer,348,53
2025-08-23,Meta,34,64
2025-08-23,Microsoft,1,2
2025-08-23,Organic,58,154
2025-08-23,Other,116,97
2025-08-23,Pinterest,1,3
2025-08-23,TikTok,2,1
2025-08-23,Vrbo,0,0
2025-08-24,Airbnb,0,0
2025-08-24,Criteo,12,16
2025-08-24,Customer IO,12,67
2025-08-24,Direct Mail,1,0
2025-08-24,Google,22,50
2025-08-24,Influencer,762,60
2025-08-24,Meta,50,52
2025-08-24,Organic,89,193
2025-08-24,Other,158,107
2025-08-24,Pinterest,1,1
2025-08-24,Vrbo,0,0
2025-08-25,Airbnb,0,0
2025-08-25,Criteo,3,13
2025-08-25,Customer IO,5,53
2025-08-25,Direct Mail,0,1
2025-08-25,Google,23,43
2025-08-25,Influencer,95,7
2025-08-25,Manual,0,0
2025-08-25,Meta,17,27
2025-08-25,Microsoft,1,0
2025-08-25,Organic,70,168
2025-08-25,Other,103,70
2025-08-25,Pinterest,0,1
2025-08-25,TikTok,1,0
2025-08-25,Vrbo,0,0
2025-08-26,Airbnb,0,0
2025-08-26,Criteo,1,8
2025-08-26,Customer IO,3,38
2025-08-26,Email Action,0,2
2025-08-26,Google,17,50
2025-08-26,Influencer,70,9
2025-08-26,Manual,0,0
2025-08-26,Meta,20,31
2025-08-26,Microsoft,2,2
2025-08-26,Organic,57,148
2025-08-26,Other,99,62
2025-08-26,TikTok,1,2
2025-08-27,Airbnb,0,0
2025-08-27,Criteo,6,20
2025-08-27,Customer IO,5,43
2025-08-27,Google,22,42
2025-08-27,Influencer,170,20
2025-08-27,Manual,0,1
2025-08-27,Meta,14,33
2025-08-27,Microsoft,1,1
2025-08-27,Organic,62,158
2025-08-27,Other,97,51
2025-08-27,Pinterest,1,1
2025-08-27,TikTok,2,2
2025-08-27,Vrbo,0,0
2025-08-28,Airbnb,0,0
2025-08-28,Benefithub,0,1
2025-08-28,Criteo,3,10
2025-08-28,Customer IO,6,80
2025-08-28,Direct Mail,0,1
2025-08-28,Google,12,21
2025-08-28,Influencer,69,16
2025-08-28,Meta,15,24
2025-08-28,Organic,61,150
2025-08-28,Other,118,54
2025-08-28,Pinterest,0,3
2025-08-28,TikTok,2,1
2025-08-28,Vrbo,0,0
2025-08-29,Airbnb,0,0
2025-08-29,Benefithub,0,3
2025-08-29,Criteo,3,10
2025-08-29,Customer IO,2,33
2025-08-29,Direct Mail,0,2
2025-08-29,Google,11,25
2025-08-29,Influencer,146,17
2025-08-29,Meta,8,13
2025-08-29,Microsoft,0,2
2025-08-29,Organic,70,146
2025-08-29,Other,82,56
2025-08-29,Pinterest,3,2
2025-08-29,TikTok,6,6
2025-08-30,Airbnb,0,0
2025-08-30,Criteo,4,8
2025-08-30,Customer IO,4,43
2025-08-30,Google,33,37
2025-08-30,Influencer,43,11
2025-08-30,Meta,28,26
2025-08-30,Microsoft,0,1
2025-08-30,Organic,53,145
2025-08-30,Other,132,63
2025-08-30,Pinterest,1,4
2025-08-30,TikTok,1,0
2025-08-30,Vrbo,0,0
2025-08-31,Airbnb,0,0
2025-08-31,Criteo,5,10
2025-08-31,Customer IO,6,45
2025-08-31,Google,40,46
2025-08-31,Influencer,28,3
2025-08-31,Meta,27,27
2025-08-31,Microsoft,1,5
2025-08-31,Organic,43,110
2025-08-31,Other,100,67
2025-08-31,Pinterest,6,5
2025-08-31,TikTok,3,4
2025-09-01,Airbnb,0,0
2025-09-01,Benefithub,0,1
2025-09-01,Criteo,8,9
2025-09-01,Customer IO,5,40
2025-09-01,Direct Mail,0,4
2025-09-01,Google,33,31
2025-09-01,Influencer,50,4
2025-09-01,Meta,38,40
2025-09-01,Microsoft,4,3
2025-09-01,Organic,46,151
2025-09-01,Other,146,78
2025-09-01,Pinterest,0,1
2025-09-01,TikTok,1,1
2025-09-01,Vrbo,0,0
2025-09-02,Airbnb,0,0
2025-09-02,Benefithub,0,5
2025-09-02,Criteo,9,11
2025-09-02,Customer IO,6,52
2025-09-02,Google,39,46
2025-09-02,Influencer,70,14
2025-09-02,Meta,41,37
2025-09-02,Microsoft,2,4
2025-09-02,Organic,73,155
2025-09-02,Other,141,53
2025-09-02,Pinterest,0,3
2025-09-02,TikTok,2,2
2025-09-02,Vrbo,0,0
2025-09-03,Airbnb,0,0
2025-09-03,Criteo,9,7
2025-09-03,Customer IO,4,36
2025-09-03,Direct Mail,0,2
2025-09-03,Google,22,39
2025-09-03,Influencer,26,5
2025-09-03,Manual,0,0
2025-09-03,Meta,30,26
2025-09-03,Microsoft,1,1
2025-09-03,Organic,68,150
2025-09-03,Other,119,33
2025-09-03,Pinterest,2,3
2025-09-03,TikTok,2,2
2025-09-03,Vrbo,0,0
2025-09-04,Airbnb,0,0
2025-09-04,Benefithub,0,1
2025-09-04,Criteo,15,17
2025-09-04,Customer IO,4,57
2025-09-04,Google,28,32
2025-09-04,Influencer,20,2
2025-09-04,Manual,0,0
2025-09-04,Meta,37,33
2025-09-04,Microsoft,2,3
2025-09-04,Organic,52,148
2025-09-04,Other,94,62
2025-09-04,TikTok,5,5
2025-09-04,Vrbo,0,0
2025-09-05,Airbnb,0,0
2025-09-05,Criteo,5,8
2025-09-05,Customer IO,3,47
2025-09-05,Google,18,25
2025-09-05,Influencer,14,4
2025-09-05,Meta,26,35
2025-09-05,Microsoft,2,4
2025-09-05,Organic,45,98
2025-09-05,Other,94,60
2025-09-05,Pinterest,5,4
2025-09-05,TikTok,2,2
2025-09-05,Vrbo,0,0
2025-09-06,Airbnb,0,0
2025-09-06,Criteo,6,6
2025-09-06,Customer IO,11,51
2025-09-06,Direct Mail,1,0
2025-09-06,Google,31,31
2025-09-06,Influencer,6,3
2025-09-06,Meta,18,27
2025-09-06,Organic,43,123
2025-09-06,Other,111,65
2025-09-06,Pinterest,4,3
2025-09-06,TikTok,1,3
2025-09-06,Vrbo,0,0
2025-09-07,Airbnb,0,0
2025-09-07,Criteo,3,7
2025-09-07,Customer IO,9,34
2025-09-07,Direct Mail,0,2
2025-09-07,Google,20,28
2025-09-07,Influencer,16,2
2025-09-07,Meta,19,35
2025-09-07,Microsoft,1,1
2025-09-07,Organic,50,155
2025-09-07,Other,135,85
2025-09-07,Pinterest,1,1
2025-09-07,TikTok,2,1
2025-09-07,Vrbo,0,0
2025-09-08,Airbnb,0,0
2025-09-08,Benefithub,0,1
2025-09-08,Criteo,17,6
2025-09-08,Customer IO,4,30
2025-09-08,Direct Mail,1,0
2025-09-08,Google,28,22
2025-09-08,Influencer,167,17
2025-09-08,Meta,31,19
2025-09-08,Microsoft,1,0
2025-09-08,Organic,49,106
2025-09-08,Other,87,66
2025-09-08,Pinterest,3,4
2025-09-08,TikTok,1,1
2025-09-08,Vrbo,0,0
2025-09-09,Airbnb,0,0
2025-09-09,Benefithub,0,7
2025-09-09,Criteo,14,7
2025-09-09,Customer IO,10,26
2025-09-09,Google,56,33
2025-09-09,Influencer,414,41
2025-09-09,Meta,40,12
2025-09-09,Microsoft,2,2
2025-09-09,Organic,55,99
2025-09-09,Other,102,49
2025-09-09,Pinterest,5,2
2025-09-09,TikTok,1,1
2025-09-09,Vrbo,0,0
2025-09-10,Airbnb,0,0
2025-09-10,Benefithub,0,2
2025-09-10,Criteo,11,7
2025-09-10,Customer IO,8,17
2025-09-10,Google,64,39
2025-09-10,Influencer,378,27
2025-09-10,Manual,0,0
2025-09-10,Meta,51,29
2025-09-10,Microsoft,2,1
2025-09-10,Organic,65,106
2025-09-10,Other,106,60
2025-09-10,Pinterest,7,1
2025-09-10,TikTok,3,3
2025-09-10,Vrbo,0,0
2025-09-11,Airbnb,0,0
2025-09-11,Benefithub,0,1
2025-09-11,Criteo,12,3
2025-09-11,Customer IO,6,38
2025-09-11,Google,34,23
2025-09-11,Influencer,53,13
2025-09-11,Meta,28,27
2025-09-11,Microsoft,1,2
2025-09-11,Organic,49,132
2025-09-11,Other,78,42
2025-09-11,Pinterest,1,0
2025-09-11,TikTok,3,2
2025-09-11,Vrbo,0,0
2025-09-12,Airbnb,0,0
2025-09-12,Benefithub,0,1
2025-09-12,Criteo,9,5
2025-09-12,Customer IO,12,31
2025-09-12,Direct Mail,0,1
2025-09-12,Google,60,38
2025-09-12,Influencer,264,20
2025-09-12,Manual,0,0
2025-09-12,Meta,42,21
2025-09-12,Organic,45,97
2025-09-12,Other,67,22
2025-09-12,Pinterest,1,2
2025-09-13,Airbnb,0,0
2025-09-13,Criteo,12,12
2025-09-13,Customer IO,6,46
2025-09-13,Direct Mail,0,2
2025-09-13,Google,152,74
2025-09-13,Influencer,61,9
2025-09-13,Meta,67,44
2025-09-13,Microsoft,1,1
2025-09-13,Organic,45,129
2025-09-13,Other,144,93
2025-09-13,Pinterest,2,1
2025-09-13,TikTok,1,1
2025-09-14,Airbnb,0,0
2025-09-14,Criteo,19,7
2025-09-14,Customer IO,12,59
2025-09-14,Google,99,56
2025-09-14,Influencer,26,7
2025-09-14,Meta,53,30
2025-09-14,Microsoft,1,1
2025-09-14,Organic,32,82
2025-09-14,Other,133,70
2025-09-14,Pinterest,6,17
2025-09-14,TikTok,1,1
2025-09-14,Vrbo,0,0
2025-09-15,Airbnb,0,0
2025-09-15,Criteo,14,12
2025-09-15,Customer IO,11,37
2025-09-15,Google,65,34
2025-09-15,Influencer,116,14
2025-09-15,Meta,44,44
2025-09-15,Microsoft,0,1
2025-09-15,Organic,52,88
2025-09-15,Other,111,82
2025-09-15,Pinterest,2,0
2025-09-15,TikTok,1,1
2025-09-15,Vrbo,0,0
2025-09-16,Airbnb,0,0
2025-09-16,Criteo,9,8
2025-09-16,Customer IO,13,27
2025-09-16,Direct Mail,5,17
2025-09-16,Google,64,32
2025-09-16,Influencer,641,102
2025-09-16,Manual,0,0
2025-09-16,Meta,65,33
2025-09-16,Microsoft,0,2
2025-09-16,Organic,106,185
2025-09-16,Other,143,83
2025-09-16,Pinterest,3,3
2025-09-16,Vrbo,0,0
2025-09-17,Airbnb,0,0
2025-09-17,Criteo,8,7
2025-09-17,Customer IO,7,47
2025-09-17,Direct Mail,6,10
2025-09-17,Google,61,26
2025-09-17,Influencer,102,24
2025-09-17,Meta,33,27
2025-09-17,Organic,69,158
2025-09-17,Other,104,54
2025-09-17,Pinterest,1,1
2025-09-17,TikTok,4,3
2025-09-18,Airbnb,0,0
2025-09-18,Criteo,11,2
2025-09-18,Customer IO,5,41
2025-09-18,Direct Mail,12,9
2025-09-18,Google,58,22
2025-09-18,Influencer,146,34
2025-09-18,Manual,0,0
2025-09-18,Meta,37,40
2025-09-18,Microsoft,0,4
2025-09-18,Organic,81,140
2025-09-18,Other,95,76
2025-09-18,Pinterest,1,1
2025-09-18,Vrbo,0,0
2025-09-19,Airbnb,0,0
2025-09-19,Benefithub,0,1
2025-09-19,Criteo,13,4
2025-09-19,Customer IO,4,40
2025-09-19,Direct Mail,9,6
2025-09-19,Google,35,33
2025-09-19,Influencer,59,7
2025-09-19,Meta,41,20
2025-09-19,Microsoft,1,3
2025-09-19,Organic,69,162
2025-09-19,Other,94,46
2025-09-19,Pinterest,4,1
2025-09-20,Airbnb,0,0
2025-09-20,Criteo,6,9
2025-09-20,Customer IO,1,29
2025-09-20,Direct Mail,9,7
2025-09-20,Google,65,35
2025-09-20,Influencer,46,5
2025-09-20,Meta,35,32
2025-09-20,Microsoft,1,1
2025-09-20,Organic,64,130
2025-09-20,Other,98,41
2025-09-20,Pinterest,2,1
2025-09-20,Vrbo,0,0
2025-09-21,Airbnb,0,0
2025-09-21,Criteo,10,4
2025-09-21,Customer IO,6,67
2025-09-21,Direct Mail,12,10
2025-09-21,Google,87,53
2025-09-21,Influencer,30,4
2025-09-21,Meta,48,34
2025-09-21,Organic,69,130
2025-09-21,Other,129,59
2025-09-21,Pinterest,7,6
2025-09-21,Vrbo,0,0
2025-09-22,Airbnb,0,0
2025-09-22,Benefithub,0,3
2025-09-22,Criteo,12,7
2025-09-22,Customer IO,4,28
2025-09-22,Direct Mail,8,20
2025-09-22,Google,58,37
2025-09-22,Influencer,33,1
2025-09-22,Manual,0,0
2025-09-22,Meta,33,24
2025-09-22,Microsoft,0,1
2025-09-22,Organic,64,136
2025-09-22,Other,83,57
2025-09-22,Pinterest,3,1
2025-09-22,Vrbo,0,0
2025-09-23,Airbnb,0,0
2025-09-23,Criteo,8,6
2025-09-23,Customer IO,8,66
2025-09-23,Direct Mail,13,21
2025-09-23,Google,62,50
2025-09-23,Influencer,128,24
2025-09-23,Manual,0,0
2025-09-23,Meta,47,30
2025-09-23,Microsoft,3,1
2025-09-23,Organic,88,229
2025-09-23,Other,106,53
2025-09-23,Pinterest,2,0
2025-09-23,Vrbo,0,0
2025-09-24,Airbnb,0,0
2025-09-24,Criteo,7,7
2025-09-24,Customer IO,10,47
2025-09-24,Direct Mail,15,31
2025-09-24,Google,43,42
2025-09-24,Influencer,135,22
2025-09-24,Meta,50,27
2025-09-24,Microsoft,2,3
2025-09-24,Organic,55,167
2025-09-24,Other,96,47
2025-09-24,Pinterest,7,3
2025-09-24,TikTok,0,1
2025-09-24,Vrbo,0,0
2025-09-25,Airbnb,0,0
2025-09-25,Benefithub,0,2
2025-09-25,Criteo,6,7
2025-09-25,Customer IO,10,49
2025-09-25,Direct Mail,3,9
2025-09-25,Google,60,40
2025-09-25,Influencer,48,11
2025-09-25,Meta,44,26
2025-09-25,Microsoft,1,1
2025-09-25,Organic,59,108
2025-09-25,Other,87,54
2025-09-25,Pinterest,1,1
2025-09-25,Vrbo,0,0
2025-09-26,Airbnb,0,0
2025-09-26,Criteo,5,6
2025-09-26,Customer IO,4,44
2025-09-26,Direct Mail,10,13
2025-09-26,Google,54,28
2025-09-26,Influencer,117,5
2025-09-26,Manual,0,0
2025-09-26,Meta,31,24
2025-09-26,Microsoft,1,2
2025-09-26,Organic,42,114
2025-09-26,Other,104,67
2025-09-27,Airbnb,0,0
2025-09-27,Benefithub,0,2
2025-09-27,Criteo,9,5
2025-09-27,Customer IO,5,48
2025-09-27,Direct Mail,2,13
2025-09-27,Google,34,36
2025-09-27,Influencer,62,13
2025-09-27,Meta,34,18
2025-09-27,Microsoft,0,1
2025-09-27,Organic,49,132
2025-09-27,Other,92,66
2025-09-27,Pinterest,3,0
2025-09-27,TikTok,0,1
2025-09-27,Vrbo,0,0
2025-09-28,Airbnb,0,0
2025-09-28,Benefithub,0,5
2025-09-28,Criteo,12,6
2025-09-28,Customer IO,3,37
