date,channel,bookings,gmv
2024-10-22,Vrbo,2,14137.28
2024-10-23,Airbnb,2,6149.27
2024-10-23,Organic,2,12285.17
2024-10-23,Other,4,21314.4
2024-10-23,Vrbo,1,8148.44
2024-10-24,Airbnb,2,6182.3
2024-10-24,Google,1,5282.6
2024-10-24,Organic,2,8336.03
2024-10-24,Other,3,5573.55
2024-10-25,Customer IO,5,22964.98
2024-10-25,Google,1,6051.2
2024-10-25,Organic,2,6548.69
2024-10-25,Other,1,3927.3
2024-10-25,Vrbo,1,20854.58
2024-10-26,Airbnb,1,2591.84
2024-10-26,Google,1,1841.54
2024-10-26,Organic,1,3426.15
2024-10-26,Vrbo,1,4041.15
2024-10-27,Airbnb,5,36311.7
2024-10-27,Organic,4,21517.44
2024-10-27,Other,5,21734.45
2024-10-27,Vrbo,2,12768.19
2024-10-28,Airbnb,1,3511.4
2024-10-28,Google,1,3092.7
2024-10-28,Organic,5,28854.57
2024-10-28,Other,1,1965.4
2024-10-29,Manual,1,5951.1
2024-10-29,Organic,1,3892.0
2024-10-29,Other,3,7142.1
2024-10-30,Airbnb,4,34294.35
2024-10-30,Customer IO,1,2951.2
2024-10-30,Organic,4,12698.1
2024-10-30,Other,2,7072.31
2024-10-31,Airbnb,1,2979.84
2024-10-31,Customer IO,2,7773.4
2024-10-31,Google,1,5195.0
2024-10-31,Organic,1,2554.4
2024-10-31,Other,4,27582.31
2024-10-31,Vrbo,1,4568.87
2024-11-01,Google,1,8319.85
2024-11-01,Organic,3,11005.25
2024-11-01,Other,1,3847.05
2024-11-02,Airbnb,1,3303.82
2024-11-02,Organic,2,10085.6
2024-11-02,Other,1,1831.01
2024-11-02,Vrbo,2,30691.91
2024-11-03,Airbnb,2,5730.76
2024-11-03,Organic,2,9687.86
2024-11-03,Other,2,9497.6
2024-11-04,Airbnb,3,12748.03
2024-11-04,Organic,3,35566.52
2024-11-04,Other,2,26047.38
2024-11-05,Airbnb,1,3697.64
2024-11-05,Google,1,3918.75
2024-11-05,Organic,3,18763.13
2024-11-05,Other,1,3340.0
2024-11-05,Vrbo,2,6717.52
2024-11-06,Airbnb,1,5108.41
2024-11-06,Customer IO,1,3570.0
2024-11-06,Google,1,45412.5
2024-11-06,Organic,1,2726.7
2024-11-06,Other,2,8486.19
2024-11-06,Vrbo,1,4066.0
2024-11-07,Customer IO,3,8547.47
2024-11-07,Google,1,2111.2
2024-11-07,Organic,4,41905.25
2024-11-07,Other,9,28363.36
2024-11-07,Vrbo,1,5032.36
2024-11-08,Airbnb,2,6502.1
2024-11-08,Customer IO,1,4148.0
2024-11-08,Organic,3,14061.43
2024-11-08,Other,3,17397.85
2024-11-08,Vrbo,1,6112.78
2024-11-09,Airbnb,1,5373.02
2024-11-09,Customer IO,1,2070.6
2024-11-09,Organic,1,5430.0
2024-11-09,Other,3,10429.8
2024-11-10,Airbnb,1,4462.78
2024-11-10,Customer IO,1,2436.0
2024-11-10,Organic,1,7787.2
2024-11-11,Airbnb,4,26670.55
2024-11-11,Customer IO,2,9669.0
2024-11-11,Google,2,7186.74
2024-11-11,Organic,2,13014.2
2024-11-11,Other,3,11562.7
2024-11-11,Vrbo,1,20854.58
2024-11-12,Email Action,1,31332.0
2024-11-12,Organic,1,3576.0
2024-11-12,Other,2,6260.0
2024-11-13,Airbnb,5,20847.83
2024-11-13,Customer IO,3,16391.78
2024-11-13,Google,1,3453.4
2024-11-13,Organic,2,8880.88
2024-11-14,Airbnb,3,18651.97
2024-11-14,Customer IO,2,7811.1
2024-11-14,Google,1,4655.55
2024-11-14,Organic,1,1217.7
2024-11-14,Other,4,23382.5
2024-11-15,Airbnb,2,5046.91
2024-11-15,Organic,3,10891.28
2024-11-15,Other,1,2583.0
2024-11-16,Organic,12,71132.32
2024-11-16,Vrbo,1,4905.4
2024-11-17,Airbnb,5,22972.36
2024-11-17,Customer IO,2,7245.28
2024-11-17,Google,1,4125.0
2024-11-17,Organic,1,10283.63
2024-11-17,Other,3,8766.35
2024-11-17,Vrbo,1,8069.2
2024-11-18,Airbnb,2,7657.18
2024-11-18,Google,1,3253.5
2024-11-18,Organic,5,59973.59
2024-11-18,Other,2,4326.05
2024-11-18,Vrbo,1,3052.31
2024-11-19,Organic,3,27023.8
2024-11-19,Other,4,10623.75
2024-11-20,Airbnb,4,24056.08
2024-11-20,Customer IO,1,30345.0
2024-11-20,Google,2,11432.68
2024-11-20,Organic,3,12687.99
2024-11-20,Other,2,13161.31
2024-11-21,Airbnb,2,10271.96
2024-11-21,Organic,2,6476.92
2024-11-22,Airbnb,2,13091.71
2024-11-22,Customer IO,1,4270.02
2024-11-22,Organic,1,7142.4
2024-11-22,Other,3,14505.53
2024-11-23,Airbnb,2,13351.08
2024-11-23,Customer IO,1,3953.0
2024-11-23,Organic,5,38055.04
2024-11-23,Other,4,18178.95
2024-11-24,Airbnb,1,4044.9
2024-11-24,Customer IO,1,16932.95
2024-11-25,Airbnb,2,7692.1
2024-11-25,Organic,3,12865.95
2024-11-25,Other,1,6685.6
2024-11-25,Vrbo,1,3738.47
2024-11-26,Customer IO,1,7058.1
2024-11-26,Organic,2,7688.24
2024-11-26,Other,3,8611.15
2024-11-27,Airbnb,3,9940.56
2024-11-27,Customer IO,2,29250.8
2024-11-27,Organic,4,36335.74
2024-11-27,Other,2,5651.13
2024-11-28,Airbnb,3,9247.34
2024-11-28,Customer IO,2,10705.2
2024-11-28,Organic,4,48892.88
2024-11-29,Customer IO,2,7577.1
2024-11-29,Organic,3,23626.05
2024-11-29,Other,3,8602.84
2024-11-30,Airbnb,1,2411.42
2024-11-30,Google,1,5566.35
2024-11-30,Mybookingpal,1,7059.38
2024-11-30,Organic,3,23016.02
2024-12-01,Airbnb,3,25857.29
2024-12-01,Organic,2,29317.92
2024-12-01,Other,5,47457.16
2024-12-02,Customer IO,3,12409.2
2024-12-02,Organic,3,33067.04
2024-12-02,Other,1,11398.25
2024-12-03,Customer IO,1,8404.2
2024-12-03,Organic,3,21064.08
2024-12-03,Other,2,6296.37
2024-12-03,Vrbo,1,22683.55
2024-12-04,Customer IO,3,31667.48
2024-12-04,Google,2,7179.53
2024-12-04,Manual,1,3300.0
2024-12-04,Organic,3,13066.65
2024-12-04,Other,1,3350.0
2024-12-04,Vrbo,1,2860.2
2024-12-05,Airbnb,2,9723.28
2024-12-05,Customer IO,2,10605.2
2024-12-05,Google,1,3302.55
2024-12-05,Organic,4,35724.02
2024-12-05,Vrbo,1,5124.42
2024-12-06,Google,2,11549.06
2024-12-06,Organic,1,4920.0
2024-12-06,Other,2,6301.4
2024-12-07,Airbnb,1,6023.7
2024-12-07,Customer IO,3,21031.03
2024-12-07,Organic,1,2993.18
2024-12-07,Other,2,5141.21
2024-12-08,Airbnb,1,3171.9
2024-12-08,Customer IO,1,2572.4
2024-12-08,Organic,3,26252.23
2024-12-08,Other,1,1950.0
2024-12-08,Vrbo,1,12771.3
2024-12-09,Airbnb,2,15813.27
2024-12-09,Organic,2,7230.86
2024-12-09,Other,2,12673.36
2024-12-09,Vrbo,1,3265.54
2024-12-10,Airbnb,2,14057.24
2024-12-10,Customer IO,2,6007.07
2024-12-10,Organic,3,15030.6
2024-12-10,Other,2,6666.8
2024-12-11,Airbnb,2,7086.43
2024-12-11,Customer IO,1,26470.0
2024-12-11,Organic,2,7099.75
2024-12-11,Other,1,3182.9
2024-12-11,Vrbo,1,2565.47
2024-12-12,Airbnb,1,2927.46
2024-12-12,Customer IO,1,1894.05
2024-12-12,Google,3,8991.06
2024-12-12,Meta,1,6497.7
2024-12-12,Organic,4,12530.7
2024-12-12,Other,5,22478.91
2024-12-12,Vrbo,1,2773.94
2024-12-13,Airbnb,4,17128.92
2024-12-13,Booking,1,2512.16
2024-12-13,Organic,4,14627.92
2024-12-13,Vrbo,4,20720.98
2024-12-14,Airbnb,4,17932.36
2024-12-14,Customer IO,2,16309.6
2024-12-14,Google,1,1663.2
2024-12-14,Organic,2,4739.52
2024-12-14,Other,3,5999.15
2024-12-14,Vrbo,1,16205.1
2024-12-15,Airbnb,4,17448.36
2024-12-15,Booking,1,4779.55
2024-12-15,Customer IO,1,2651.67
2024-12-15,Google,3,13542.55
2024-12-15,Organic,6,28836.09
2024-12-15,Other,5,17308.36
2024-12-16,Airbnb,3,15666.3
2024-12-16,Customer IO,2,12545.13
2024-12-16,Meta,1,4460.4
2024-12-16,Organic,3,23298.51
2024-12-16,Other,1,3356.25
2024-12-16,Vrbo,1,1938.58
2024-12-17,Airbnb,4,9727.94
2024-12-17,Organic,3,17580.88
2024-12-17,Other,2,5257.05
2024-12-17,Vrbo,1,4950.09
2024-12-18,Airbnb,2,4114.66
2024-12-18,Customer IO,1,7662.9
2024-12-18,Google,1,3969.78
2024-12-18,Organic,3,17873.87
2024-12-18,Other,2,5929.38
2024-12-19,Airbnb,6,19960.57
2024-12-19,Google,1,5192.0
2024-12-19,Organic,1,1905.7
2024-12-19,Vrbo,1,6113.48
2024-12-20,Airbnb,4,8641.15
2024-12-20,Customer IO,1,2669.9
2024-12-20,Google,2,5081.54
2024-12-20,Organic,3,34422.69
2024-12-20,Other,2,16224.93
2024-12-21,Airbnb,2,7339.02
2024-12-21,Customer IO,1,3388.65
2024-12-21,Organic,3,16134.16
2024-12-21,Other,2,8454.03
2024-12-21,Vrbo,3,7481.14
2024-12-22,Airbnb,1,2950.74
2024-12-22,Customer IO,3,11778.73
2024-12-22,Organic,1,6401.5
2024-12-22,Other,1,2689.65
2024-12-22,Vrbo,2,8402.47
2024-12-23,Airbnb,1,2566.23
2024-12-23,Customer IO,2,26317.05
2024-12-23,Organic,3,10837.61
2024-12-23,Other,3,18082.3
2024-12-23,Vrbo,1,5956.29
2024-12-24,Airbnb,2,9641.99
2024-12-24,Criteo,1,17892.86
2024-12-24,Organic,4,32713.95
2024-12-24,Other,3,14365.13
2024-12-25,Airbnb,3,28490.4
2024-12-25,Customer IO,1,2798.25
2024-12-25,Organic,2,19385.6
2024-12-25,Vrbo,1,7081.3
2024-12-26,Airbnb,1,2409.48
2024-12-26,Customer IO,1,4106.25
2024-12-26,Organic,3,13932.64
2024-12-26,Other,2,3155.5
2024-12-27,Airbnb,4,18465.89
2024-12-27,Google,1,5262.0
2024-12-27,Organic,2,7718.51
2024-12-27,Other,5,12950.78
2024-12-27,Vrbo,1,6198.25
2024-12-28,Airbnb,1,2465.74
2024-12-28,Customer IO,3,9321.9
2024-12-28,Google,1,5149.2
2024-12-28,Organic,5,56061.22
2024-12-28,Other,1,4067.2
2024-12-28,Vrbo,5,30092.07
2024-12-29,Google,2,3992.25
2024-12-29,Meta,1,3784.7
2024-12-29,Other,2,16954.5
2024-12-29,Vrbo,2,15007.84
2024-12-30,Airbnb,1,5164.28
2024-12-30,Organic,4,22751.33
2024-12-30,Other,5,13267.75
2024-12-30,Vrbo,3,16558.09
2024-12-31,Airbnb,4,18210.78
2024-12-31,Organic,4,20298.1
2024-12-31,Other,1,5453.3
2024-12-31,Vrbo,2,30707.89
2025-01-01,Airbnb,5,22936.81
2025-01-01,Customer IO,3,14444.63
2025-01-01,Google,3,29176.17
2025-01-01,Meta,1,1764.1
2025-01-01,Organic,1,2090.68
2025-01-01,Vrbo,2,8860.93
2025-01-02,Airbnb,2,7355.51
2025-01-02,Customer IO,2,6808.27
2025-01-02,Google,1,2640.0
2025-01-02,Organic,4,14126.87
2025-01-02,Other,5,22735.24
2025-01-02,Vrbo,2,25504.74
2025-01-03,Airbnb,1,2576.32
2025-01-03,Customer IO,2,3901.61
2025-01-03,Google,3,16457.45
2025-01-03,Organic,4,13255.11
2025-01-03,Other,2,19131.5
2025-01-03,Vrbo,1,5817.3
2025-01-04,Airbnb,1,3174.26
2025-01-04,Customer IO,1,1427.93
2025-01-04,Google,1,2502.0
2025-01-04,Organic,3,12153.6
2025-01-04,Other,1,4464.0
2025-01-05,Airbnb,1,3521.1
2025-01-05,Organic,4,31089.73
2025-01-05,Other,4,120263.76
2025-01-06,Airbnb,4,20600.03
2025-01-06,Customer IO,3,9626.94
2025-01-06,Organic,3,11735.73
2025-01-06,Other,3,14117.15
2025-01-06,Vrbo,1,4565.08
2025-01-07,Google,2,11805.45
2025-01-07,Organic,3,6244.35
2025-01-07,Other,3,13121.8
2025-01-08,Airbnb,2,8589.35
2025-01-08,Customer IO,1,3654.0
2025-01-08,Google,1,7460.6
2025-01-08,Organic,1,2685.2
2025-01-08,Other,3,9585.85
2025-01-08,Vrbo,1,2851.41
2025-01-09,Airbnb,4,15665.35
2025-01-09,Customer IO,2,13951.75
2025-01-09,Google,1,3692.65
2025-01-09,Organic,1,4182.0
2025-01-09,Other,5,12396.02
2025-01-09,Vrbo,1,4410.48
2025-01-10,Airbnb,2,13364.93
2025-01-10,Customer IO,2,4862.5
2025-01-10,Google,2,3466.15
2025-01-10,Organic,2,7593.3
2025-01-10,Vrbo,1,5039.75
2025-01-11,Airbnb,5,25343.9
2025-01-11,Google,1,2747.4
2025-01-11,Organic,5,21069.63
2025-01-12,Airbnb,3,11373.25
2025-01-12,Customer IO,2,14534.0
2025-01-12,Google,1,2380.05
2025-01-12,Organic,4,44562.5
2025-01-12,Other,1,2651.67
2025-01-13,Airbnb,1,9098.6
2025-01-13,Google,2,11099.0
2025-01-13,Manual,1,20000.72
2025-01-13,Organic,3,19962.2
2025-01-13,Other,4,25385.91
2025-01-14,Airbnb,1,3273.75
2025-01-14,Customer IO,2,9830.65
2025-01-14,Organic,1,4224.4
2025-01-14,Other,5,14473.75
2025-01-14,Vrbo,5,25770.18
2025-01-15,Airbnb,1,5965.5
2025-01-15,Customer IO,3,24219.38
2025-01-15,Organic,3,9142.2
2025-01-15,Other,2,4529.3
2025-01-16,Airbnb,4,10849.45
2025-01-16,Customer IO,1,3318.54
2025-01-16,Google,1,7470.0
2025-01-16,Organic,1,6161.4
2025-01-16,Other,1,613.8
2025-01-16,Vrbo,2,24463.33
2025-01-17,Airbnb,4,12268.29
2025-01-17,Customer IO,1,21743.93
2025-01-17,Organic,4,10163.36
2025-01-17,Other,2,16777.06
2025-01-17,Vrbo,1,6194.0
2025-01-18,Airbnb,2,22213.0
2025-01-18,Google,2,12085.25
2025-01-18,Organic,6,30197.51
2025-01-18,Other,3,37274.29
2025-01-18,Vrbo,1,16428.11
2025-01-19,Airbnb,2,16907.1
2025-01-19,Customer IO,1,3011.54
2025-01-19,Google,1,2712.15
2025-01-19,Organic,1,2895.4
2025-01-20,Airbnb,4,19184.45
2025-01-20,Google,1,12794.0
2025-01-20,Meta,1,3243.46
2025-01-20,Organic,4,31048.16
2025-01-20,Other,2,5315.9
2025-01-20,Vrbo,1,4516.07
2025-01-21,Airbnb,1,1644.15
2025-01-21,Google,2,4988.58
2025-01-21,Organic,1,3883.0
2025-01-21,Other,3,11834.1
2025-01-21,Vrbo,1,24054.43
2025-01-22,Airbnb,2,4190.4
2025-01-22,Customer IO,2,7036.8
2025-01-22,Google,1,3256.25
2025-01-22,Meta,1,1675.43
2025-01-22,Organic,1,3984.39
2025-01-22,Other,2,21399.49
2025-01-22,Vrbo,1,13206.53
2025-01-23,Airbnb,1,3506.55
2025-01-23,Customer IO,1,4324.96
2025-01-23,Organic,2,18559.43
2025-01-23,Vrbo,1,5815.82
2025-01-24,Airbnb,2,12115.3
2025-01-24,Organic,3,48915.72
2025-01-25,Airbnb,4,20219.65
2025-01-25,Google,2,19894.75
2025-01-25,Organic,5,21100.18
2025-01-25,Other,4,13481.2
2025-01-25,Vrbo,2,16682.83
2025-01-26,Airbnb,4,17602.4
2025-01-26,Google,2,13253.77
2025-01-26,Organic,5,36407.2
2025-01-26,Other,3,7111.43
2025-01-27,Airbnb,3,21441.63
2025-01-27,Customer IO,2,14225.18
2025-01-27,Organic,3,42802.45
2025-01-27,Other,3,7067.35
2025-01-27,Vrbo,3,16990.35
2025-01-28,Airbnb,3,58001.88
2025-01-28,Customer IO,3,27873.0
2025-01-28,Google,2,48799.35
2025-01-28,Organic,7,25111.98
2025-01-28,Other,2,6776.52
2025-01-28,Vrbo,5,46661.77
2025-01-29,Airbnb,2,6324.4
2025-01-29,Customer IO,2,10008.46
2025-01-29,Organic,6,29942.75
2025-01-29,Other,4,35559.33
2025-01-30,Airbnb,2,11518.75
2025-01-30,Customer IO,1,1662.9
2025-01-30,Organic,3,24490.2
2025-01-30,Other,4,22188.6
2025-01-31,Airbnb,2,9690.3
2025-01-31,Google,2,6925.5
2025-01-31,Organic,7,18423.63
2025-01-31,Other,8,36787.04
2025-02-01,Airbnb,9,36526.25
2025-02-01,Customer IO,1,3752.45
2025-02-01,Organic,6,21357.63
2025-02-01,Other,6,34104.75
2025-02-01,Vrbo,1,5588.31
2025-02-02,Airbnb,1,2109.75
2025-02-02,Customer IO,1,1962.5
2025-02-02,Google,1,13047.6
2025-02-02,Organic,2,24161.85
2025-02-02,Other,1,1460.97
2025-02-02,Vrbo,1,25206.39
2025-02-03,Airbnb,5,21329.6
2025-02-03,Customer IO,1,1227.6
2025-02-03,Google,1,4091.5
2025-02-03,Organic,3,67568.96
2025-02-03,Other,4,14776.0
2025-02-03,Vrbo,2,5873.48
2025-02-04,Airbnb,1,3467.75
2025-02-04,Organic,6,32110.46
2025-02-04,Other,3,4412.8
2025-02-04,Vrbo,1,6518.43
2025-02-05,Airbnb,5,24220.9
2025-02-05,Google,2,6466.55
2025-02-05,Organic,3,26395.73
2025-02-05,Other,3,5008.3
2025-02-05,Vrbo,1,3677.68
2025-02-06,Airbnb,1,6038.25
2025-02-06,Booking,1,5738.71
2025-02-06,Organic,3,13512.11
2025-02-06,Other,2,3138.11
2025-02-06,Vrbo,1,3654.44
2025-02-07,Airbnb,4,13585.91
2025-02-07,Customer IO,1,7090.8
2025-02-07,Organic,2,7960.19
2025-02-07,Other,1,4340.0
2025-02-07,Vrbo,1,13244.01
2025-02-08,Airbnb,5,15907.4
2025-02-08,Customer IO,2,3679.1
2025-02-08,Google,1,3534.3
2025-02-08,Organic,5,45715.39
2025-02-08,Other,3,11557.57
2025-02-08,Vrbo,1,9609.39
2025-02-09,Airbnb,4,36723.23
2025-02-09,Booking,1,5372.19
2025-02-09,Customer IO,1,1948.92
2025-02-09,Direct Mail,1,3693.4
2025-02-09,Organic,5,30158.79
2025-02-10,Airbnb,2,5501.4
2025-02-10,Customer IO,1,4050.0
2025-02-10,Google,1,1748.85
2025-02-10,Organic,4,17797.13
2025-02-10,Other,5,9459.08
2025-02-10,Vrbo,1,15154.95
2025-02-11,Airbnb,4,15748.42
2025-02-11,Customer IO,3,6808.01
2025-02-11,Influencer,1,15606.28
2025-02-11,Organic,5,31040.68
2025-02-11,Other,5,23771.06
2025-02-11,Vrbo,2,7046.75
2025-02-12,Airbnb,3,9864.9
2025-02-12,Customer IO,2,8262.78
2025-02-12,Google,1,3261.2
2025-02-12,Organic,5,25977.41
2025-02-12,Other,1,5913.68
2025-02-13,Airbnb,3,17545.53
2025-02-13,Organic,6,19256.15
2025-02-13,Other,4,22372.45
2025-02-13,Vrbo,1,907.24
2025-02-14,Airbnb,2,7242.02
2025-02-14,Google,1,6766.0
2025-02-14,Organic,2,6920.25
2025-02-14,Other,3,5824.13
2025-02-14,Vrbo,1,9683.25
2025-02-15,Airbnb,1,3616.16
2025-02-15,Customer IO,1,16476.64
2025-02-15,Google,2,6620.95
2025-02-15,Organic,5,27974.76
2025-02-16,Airbnb,4,17724.2
2025-02-16,Customer IO,2,10322.3
2025-02-16,Google,1,1655.15
2025-02-16,Organic,3,32122.44
2025-02-16,Vrbo,1,4654.55
2025-02-17,Airbnb,5,34342.33
2025-02-17,Customer IO,1,948.53
2025-02-17,Organic,3,8118.91
2025-02-17,Other,1,1884.0
2025-02-18,Airbnb,1,5318.51
2025-02-18,Customer IO,1,1116.0
2025-02-18,Google,2,10780.38
2025-02-18,Organic,6,56535.56
2025-02-18,Other,4,9030.91
2025-02-18,Vrbo,2,24652.21
2025-02-19,Airbnb,2,16247.5
2025-02-19,Customer IO,1,6449.87
2025-02-19,Google,2,2386.8
2025-02-19,Organic,2,8060.0
2025-02-19,Other,5,27567.98
2025-02-20,Airbnb,3,10748.74
2025-02-20,Customer IO,1,5101.6
2025-02-20,Google,1,1736.25
2025-02-20,Organic,3,8824.73
2025-02-20,Other,2,7519.38
2025-02-20,Vrbo,1,2993.15
2025-02-21,Airbnb,2,9554.5
2025-02-21,Customer IO,1,4464.13
2025-02-21,Google,2,25757.43
2025-02-21,Organic,3,8963.91
2025-02-21,Other,3,11005.9
2025-02-21,Vrbo,2,7961.47
2025-02-22,Airbnb,4,17936.27
2025-02-22,Customer IO,5,19231.25
2025-02-22,Direct Mail,1,3875.92
2025-02-22,Google,1,6778.13
2025-02-22,Organic,7,36412.89
2025-02-22,Other,1,855.6
2025-02-23,Airbnb,6,33983.61
2025-02-23,Customer IO,4,20217.57
2025-02-23,Organic,15,50185.43
2025-02-23,Other,2,5414.61
2025-02-24,Airbnb,2,7365.21
2025-02-24,Customer IO,1,2332.44
2025-02-24,Google,1,13694.83
2025-02-24,Meta,1,2021.6
2025-02-24,Organic,3,9620.52
2025-02-24,Other,5,39696.75
2025-02-24,Vrbo,3,29922.82
2025-02-25,Airbnb,2,12647.96
2025-02-25,Google,1,1332.8
2025-02-25,Manual,1,3955.82
2025-02-25,Organic,2,14404.38
2025-02-25,Other,4,22353.37
2025-02-25,Vrbo,1,8398.81
2025-02-26,Airbnb,1,5138.09
2025-02-26,Google,1,2007.31
2025-02-26,Organic,1,20578.1
2025-02-26,Other,2,7351.8
2025-02-26,Vrbo,1,7811.17
2025-02-27,Airbnb,3,13541.2
2025-02-27,Customer IO,2,6320.1
2025-02-27,Google,2,5573.96
2025-02-27,Organic,3,21079.26
2025-02-27,Other,2,5854.44
2025-02-27,Vrbo,1,1224.32
2025-02-28,Airbnb,2,6355.44
2025-02-28,Customer IO,3,10790.51
2025-02-28,Organic,6,28733.83
2025-02-28,Other,6,23525.33
2025-02-28,Vrbo,3,24887.14
2025-03-01,Airbnb,5,20728.66
2025-03-01,Organic,4,17977.33
2025-03-01,Other,4,26373.47
2025-03-02,Airbnb,4,22379.84
2025-03-02,Customer IO,3,11403.28
2025-03-02,Google,3,62359.71
2025-03-02,Organic,1,4387.16
2025-03-02,Other,2,8442.37
2025-03-02,Vrbo,1,5747.86
2025-03-03,Airbnb,2,13245.74
2025-03-03,Customer IO,2,6389.73
2025-03-03,Google,2,7310.36
2025-03-03,Organic,1,2253.69
2025-03-03,Other,3,40665.74
2025-03-04,Airbnb,1,3310.42
2025-03-04,Customer IO,1,3564.0
2025-03-04,Organic,6,52994.97
2025-03-04,Vrbo,2,13789.63
2025-03-05,Airbnb,1,2000.14
2025-03-05,Customer IO,1,7774.94
2025-03-05,Google,1,3368.0
2025-03-05,Manual,1,2735.4
2025-03-05,Organic,4,24377.21
2025-03-05,Other,3,12857.57
2025-03-05,Vrbo,1,5373.77
2025-03-06,Airbnb,4,23131.78
2025-03-06,Google,1,3605.8
2025-03-06,Organic,4,13500.31
2025-03-06,Other,1,4319.7
2025-03-07,Airbnb,7,41830.0
2025-03-07,Customer IO,2,4769.2
2025-03-07,Google,1,1955.94
2025-03-07,Organic,4,13351.08
2025-03-07,Other,4,38706.2
2025-03-08,Airbnb,2,7351.22
2025-03-08,Customer IO,1,1668.16
2025-03-08,Google,1,2904.8
2025-03-08,Manual,1,6569.8
2025-03-08,Organic,4,14089.99
2025-03-08,Other,1,4905.4
2025-03-09,Airbnb,4,26100.45
2025-03-09,Google,3,25963.86
2025-03-09,Organic,8,32261.72
2025-03-09,Other,6,28429.19
2025-03-09,Vrbo,1,7810.83
2025-03-10,Airbnb,5,29639.04
2025-03-10,Customer IO,5,18261.06
2025-03-10,Google,2,3811.45
2025-03-10,Organic,3,21693.89
2025-03-10,Other,6,28081.22
2025-03-11,Airbnb,3,10233.93
2025-03-11,Customer IO,2,12642.62
2025-03-11,Manual,2,6880.06
2025-03-11,Organic,9,44087.01
2025-03-11,Other,1,10377.0
2025-03-12,Airbnb,5,26645.14
2025-03-12,Organic,4,8745.59
2025-03-12,Other,1,5795.28
2025-03-12,Vrbo,1,5949.85
2025-03-13,Airbnb,1,2537.52
2025-03-13,Customer IO,1,5000.29
2025-03-13,Google,1,1723.4
2025-03-13,Organic,9,33166.04
2025-03-13,Other,1,5999.0
2025-03-13,Vrbo,2,19649.15
2025-03-14,Airbnb,5,27734.57
2025-03-14,Customer IO,1,8910.68
2025-03-14,Google,1,13447.63
2025-03-14,Meta,1,3652.8
2025-03-14,Organic,4,12356.92
2025-03-14,Other,3,35305.83
2025-03-14,Vrbo,2,10522.77
2025-03-15,Airbnb,2,10910.41
2025-03-15,Customer IO,3,22218.53
2025-03-15,Google,1,5933.35
2025-03-15,Meta,1,1767.62
2025-03-15,Organic,8,49621.73
2025-03-15,Other,4,14992.58
2025-03-16,Airbnb,2,5224.81
2025-03-16,Customer IO,1,5384.8
2025-03-16,Google,2,4811.5
2025-03-16,Organic,4,19922.55
2025-03-16,Other,3,9553.66
2025-03-16,Vrbo,1,8139.04
2025-03-17,Airbnb,5,18644.04
2025-03-17,Customer IO,3,11904.99
2025-03-17,Google,3,12060.84
2025-03-17,Organic,2,6076.65
2025-03-17,Other,3,10305.54
2025-03-17,Vrbo,1,6158.23
2025-03-18,Airbnb,4,23153.83
2025-03-18,Criteo,1,6836.13
2025-03-18,Customer IO,2,4147.92
2025-03-18,Organic,3,12983.66
2025-03-18,Other,1,6750.0
2025-03-18,Vrbo,2,16897.28
2025-03-19,Airbnb,5,19310.96
2025-03-19,Customer IO,2,8695.8
2025-03-19,Organic,4,18361.93
2025-03-19,Other,3,6672.39
2025-03-20,Airbnb,3,8955.43
2025-03-20,Customer IO,2,10318.08
2025-03-20,Google,2,5899.63
2025-03-20,Organic,5,32280.54
2025-03-20,Other,2,7761.95
2025-03-21,Airbnb,5,18694.52
2025-03-21,Criteo,1,9587.91
2025-03-21,Customer IO,1,3829.59
2025-03-21,Google,1,2983.04
2025-03-21,Manual,1,15654.32
2025-03-21,Meta,1,5233.84
2025-03-21,Organic,2,9494.62
2025-03-21,Other,1,3134.1
2025-03-21,Vrbo,2,7022.07
2025-03-22,Airbnb,1,4582.85
2025-03-22,Customer IO,4,13791.72
2025-03-22,Google,1,3310.58
2025-03-22,Organic,9,62092.6
2025-03-22,Other,3,7033.05
2025-03-23,Airbnb,6,22952.48
2025-03-23,Customer IO,3,13290.49
2025-03-23,Google,2,7842.92
2025-03-23,Organic,6,35767.17
2025-03-23,Other,3,13429.68
2025-03-24,Airbnb,4,22844.51
2025-03-24,Google,5,18555.21
2025-03-24,Organic,5,35981.7
2025-03-24,Other,5,11073.5
2025-03-24,Vrbo,1,4739.4
2025-03-25,Airbnb,2,5884.02
2025-03-25,Customer IO,1,3032.29
2025-03-25,Organic,9,49472.25
2025-03-25,Other,3,8052.16
2025-03-26,Airbnb,1,2651.65
2025-03-26,Customer IO,1,2306.48
2025-03-26,Organic,7,24385.68
2025-03-26,Other,1,5975.75
2025-03-26,Vrbo,2,21943.52
2025-03-27,Airbnb,2,12377.2
2025-03-27,Google,2,6780.25
2025-03-27,Organic,6,27704.4
2025-03-27,Other,3,18178.05
2025-03-27,Vrbo,1,2552.1
2025-03-28,Airbnb,3,8422.8
2025-03-28,Customer IO,1,9879.26
2025-03-28,Google,1,6779.6
2025-03-28,Meta,1,5463.41
2025-03-28,Organic,3,11923.21
2025-03-28,Other,1,7041.1
2025-03-28,Vrbo,1,24423.77
2025-03-29,Airbnb,1,3921.13
2025-03-29,Customer IO,1,4222.07
2025-03-29,Organic,2,4298.42
2025-03-29,Other,1,1964.85
2025-03-29,Vrbo,1,4565.92
2025-03-30,Airbnb,2,8463.44
2025-03-30,Organic,5,58460.07
