date,channel,spend,clicks,impressions
2025-06-07,Meta,2968.94,3095,130366
2025-06-07,Pinterest,450.72,432,27183
2025-06-08,Criteo,812.21,2235,255992
2025-06-08,Google,4084.62,2394,36699
2025-06-08,Influencer,1015.0,0,0
2025-06-08,Meta,3081.16,3357,145706
2025-06-08,Pinterest,469.56,504,28639
2025-06-09,Criteo,801.11,5283,818236
2025-06-09,Google,3492.63,1976,37273
2025-06-09,Meta,2169.02,2149,109008
2025-06-09,Pinterest,480.96,491,35883
2025-06-10,Criteo,792.98,3648,603150
2025-06-10,Google,2891.24,1616,26898
2025-06-10,Influencer,1000.0,0,0
2025-06-10,Meta,2031.37,1772,85964
2025-06-10,Pinterest,483.31,345,36854
2025-06-11,Criteo,876.18,3429,653076
2025-06-11,Google,2653.94,1902,44203
2025-06-11,Meta,1864.49,1617,88441
2025-06-11,Pinterest,467.07,380,36186
2025-06-12,Criteo,996.32,3833,626533
2025-06-12,Google,1067.44,871,21380
2025-06-12,Influencer,1000.0,0,0
2025-06-12,Meta,1913.5,1619,88830
2025-06-12,Pinterest,488.94,433,39554
2025-06-13,Criteo,1100.02,4490,626851
2025-06-13,Google,1668.03,1176,27652
2025-06-13,Influencer,350.0,0,0
2025-06-13,Meta,1832.2,1714,89091
2025-06-13,Pinterest,467.85,356,33554
2025-06-14,Criteo,1563.88,5691,680237
2025-06-14,Google,2120.49,1609,43976
2025-06-14,Meta,1834.15,1678,90106
2025-06-14,Pinterest,467.3,384,33264
2025-06-15,Criteo,1669.56,4474,735891
2025-06-15,Google,1450.03,1091,20779
2025-06-15,Influencer,300.0,0,0
2025-06-15,Meta,2016.45,2336,104159
2025-06-15,Pinterest,476.99,394,31391
2025-06-16,Criteo,1589.19,5568,826092
2025-06-16,Google,1916.75,1613,34313
2025-06-16,Influencer,1475.0,0,0
2025-06-16,Meta,2086.4,2109,114558
2025-06-16,Pinterest,477.75,463,33549
2025-06-17,Criteo,1990.92,5806,774707
2025-06-17,Google,1352.95,1019,16822
2025-06-17,Influencer,1000.0,0,0
2025-06-17,Meta,1862.28,1586,101112
2025-06-17,Pinterest,486.35,367,37662
2025-06-18,Criteo,1961.63,6543,528014
2025-06-18,Google,1839.66,1569,27239
2025-06-18,Meta,1815.41,1571,99475
2025-06-18,Pinterest,466.3,424,33452
2025-06-18,TikTok,0.0,0,0
2025-06-19,Criteo,1910.35,6911,418424
2025-06-19,Google,2079.34,1578,29705
2025-06-19,Influencer,1500.0,0,0
2025-06-19,Meta,1445.68,1288,77967
2025-06-19,Pinterest,482.15,416,33614
2025-06-20,Criteo,1955.96,7322,409050
2025-06-20,Google,1785.43,1461,24389
2025-06-20,Meta,1541.08,1338,78984
2025-06-20,Pinterest,461.72,315,32484
2025-06-21,Criteo,1954.38,6969,424434
2025-06-21,Google,2541.69,1980,33276
2025-06-21,Meta,1860.11,1710,87586
2025-06-21,Pinterest,473.75,376,34422
2025-06-22,Criteo,2649.88,7430,593858
2025-06-22,Google,2396.05,2288,44848
2025-06-22,Meta,2210.44,2078,103939
2025-06-22,Pinterest,482.35,339,34686
2025-06-23,Criteo,2705.18,9231,498170
2025-06-23,Google,2484.82,2682,60817
2025-06-23,Influencer,2360.0,0,0
2025-06-23,Meta,1903.69,1713,99327
2025-06-23,Pinterest,477.56,345,47130
2025-06-24,Criteo,2581.47,9763,488698
2025-06-24,Google,2908.77,2572,62795
2025-06-24,Influencer,212.5,0,0
2025-06-24,Meta,1846.6,1641,100947
2025-06-24,Pinterest,473.72,294,34950
2025-06-24,TikTok,0.0,0,0
2025-06-25,Criteo,2511.1,7209,448709
2025-06-25,Google,2257.66,2358,52736
2025-06-25,Influencer,600.0,0,0
2025-06-25,Meta,2107.15,1803,105316
2025-06-25,Pinterest,474.25,315,31567
2025-06-26,Criteo,2604.88,6961,528223
2025-06-26,Google,2412.06,2450,59124
2025-06-26,Influencer,450.0,0,0
2025-06-26,Meta,2767.82,2388,128170
2025-06-26,Pinterest,476.66,401,36256
2025-06-27,Criteo,2606.42,7544,484647
2025-06-27,Google,2872.95,2617,57936
2025-06-27,Influencer,1275.0,0,0
2025-06-27,Meta,2621.84,2059,117046
2025-06-27,Pinterest,449.62,379,37250
2025-06-28,Criteo,2548.26,6218,443469
2025-06-28,Google,3461.58,3106,68146
2025-06-28,Influencer,1000.0,0,0
2025-06-28,Meta,2739.87,2457,122313
2025-06-28,Pinterest,493.57,413,40108
2025-06-29,Criteo,2604.53,8157,465347
2025-06-29,Google,3694.92,3282,69866
2025-06-29,Influencer,910.0,0,0
2025-06-29,Meta,3157.35,2673,137971
2025-06-29,Pinterest,487.79,395,46394
2025-06-30,Criteo,2605.02,7287,540813
2025-06-30,Google,4681.07,4440,92009
2025-06-30,Influencer,2490.0,0,0
2025-06-30,Meta,2924.65,2413,139513
2025-06-30,Pinterest,472.72,369,47492
2025-07-01,Criteo,2605.03,5253,597782
2025-07-01,Google,3704.91,3821,92223
2025-07-01,Influencer,520.0,0,0
2025-07-01,Meta,2892.03,2530,173504
2025-07-01,Pinterest,483.22,473,73196
2025-07-02,Criteo,2603.2,6524,557874
2025-07-02,Google,5889.92,4683,106090
2025-07-02,Meta,2957.39,3008,186302
2025-07-02,Pinterest,475.37,469,49439
2025-07-03,Criteo,2606.66,6427,508548
2025-07-03,Google,3758.0,3659,116347
2025-07-03,Meta,2436.97,2486,166376
2025-07-03,Pinterest,460.67,399,42720
2025-07-04,Criteo,2455.54,4480,461742
2025-07-04,Google,3674.25,3252,71026
2025-07-04,Meta,1753.57,1920,123146
2025-07-04,Pinterest,478.37,449,35365
2025-07-05,Criteo,2604.8,4536,447930
2025-07-05,Google,2781.33,2960,62609
2025-07-05,Meta,1882.54,2263,133041
2025-07-05,Pinterest,462.84,388,35544
2025-07-06,Criteo,2604.57,3546,483528
2025-07-06,Google,2322.18,2212,40750
2025-07-06,Meta,2014.18,2394,138321
2025-07-06,Pinterest,469.05,442,43652
2025-07-07,Criteo,2203.67,4213,499419
2025-07-07,Google,2727.51,2788,74081
2025-07-07,Influencer,2500.0,0,0
2025-07-07,Meta,2307.35,2446,161627
2025-07-07,Pinterest,480.54,414,44184
2025-07-08,Criteo,2099.56,4391,490843
2025-07-08,Google,4374.16,3996,113595
2025-07-08,Influencer,2000.0,0,0
2025-07-08,Meta,2374.98,2127,148276
2025-07-08,Pinterest,475.14,389,40518
2025-07-09,Criteo,2202.79,4834,602502
2025-07-09,Google,3745.8,3890,111006
2025-07-09,Influencer,1000.0,0,0
2025-07-09,Meta,2309.06,2022,143350
2025-07-09,Pinterest,482.37,350,42036
2025-07-10,Criteo,2201.77,4655,649054
2025-07-10,Google,4321.32,3814,100306
2025-07-10,Influencer,1900.0,0,0
2025-07-10,Meta,2407.49,2107,158545
2025-07-10,Pinterest,480.87,356,42146
2025-07-11,Criteo,3858.0,8561,2083697
2025-07-11,Google,3878.79,3626,93759
2025-07-11,Meta,2796.01,2544,184827
2025-07-11,Pinterest,476.37,271,40592
2025-07-12,Criteo,3600.0,10070,1885203
2025-07-12,Google,4101.52,3546,84953
2025-07-12,Influencer,550.0,0,0
2025-07-12,Meta,2662.77,3074,182123
2025-07-12,Pinterest,460.68,328,38737
2025-07-13,Criteo,4514.62,16032,2628469
2025-07-13,Google,5307.12,4734,117391
2025-07-13,Meta,3170.27,3641,209103
2025-07-13,Pinterest,486.08,364,43706
2025-07-14,Criteo,4368.01,17506,4104575
2025-07-14,Google,4083.14,3770,100034
2025-07-14,Meta,3062.89,2997,215363
2025-07-14,Pinterest,479.89,318,45440
2025-07-15,Criteo,4338.57,14707,1823304
2025-07-15,Google,6528.47,6021,172622
2025-07-15,Influencer,3900.0,0,0
2025-07-15,Meta,3528.36,5889,447743
2025-07-15,Pinterest,473.78,575,45356
2025-07-16,Criteo,4507.36,16707,1608580
2025-07-16,Google,3952.83,3563,100836
2025-07-16,Influencer,1065.0,0,0
2025-07-16,Meta,3511.97,8187,537140
2025-07-16,Pinterest,469.98,591,43235
2025-07-17,Criteo,4507.79,43171,1786173
2025-07-17,Google,5664.63,4584,108067
2025-07-17,Influencer,350.0,0,0
2025-07-17,Meta,3654.69,8731,561155
2025-07-17,Pinterest,471.18,779,40693
2025-07-18,Criteo,4508.28,43235,1613204
2025-07-18,Google,5346.55,4463,107790
2025-07-18,Influencer,1700.0,0,0
2025-07-18,Meta,4367.82,13329,800171
2025-07-18,Pinterest,446.78,674,40528
2025-07-19,Criteo,4510.64,42504,1409879
2025-07-19,Google,8594.49,7112,188403
2025-07-19,Influencer,1500.0,0,0
2025-07-19,Meta,4376.23,20790,1202894
2025-07-19,Pinterest,497.33,749,42587
2025-07-20,Criteo,4508.98,39627,1332545
2025-07-20,Google,4311.26,3202,61906
2025-07-20,Influencer,1335.0,0,0
2025-07-20,Meta,4758.37,23020,1223237
2025-07-20,Pinterest,458.53,757,42464
2025-07-21,Criteo,4508.96,36518,1243359
2025-07-21,Google,6533.2,5654,163448
2025-07-21,Influencer,300.0,0,0
2025-07-21,Meta,4417.11,23439,1159276
2025-07-21,Pinterest,479.14,754,42162
2025-07-22,Criteo,3130.22,29130,1003027
2025-07-22,Google,5704.65,4851,126366
2025-07-22,Influencer,2225.0,0,0
2025-07-22,Meta,4233.14,22436,1182599
2025-07-22,Pinterest,488.79,653,42296
2025-07-23,Criteo,4038.52,29838,1243683
2025-07-23,Google,6661.9,5423,156624
2025-07-23,Influencer,720.0,0,0
2025-07-23,Meta,4092.14,32981,1297273
2025-07-23,Pinterest,475.66,643,39556
2025-07-24,Criteo,4504.78,35565,2649809
2025-07-24,Google,5848.42,5111,133320
2025-07-24,Influencer,1600.0,0,0
2025-07-24,Meta,4309.02,40191,1407811
2025-07-24,Pinterest,476.94,548,39297
2025-07-25,Criteo,4102.94,31569,1131056
2025-07-25,Google,5636.96,4337,122933
2025-07-25,Influencer,2000.0,0,0
2025-07-25,Meta,4882.78,23812,991158
2025-07-25,Microsoft,57.61,76,1978
2025-07-25,Pinterest,454.65,477,38975
2025-07-26,Criteo,4505.2,35125,1219364
2025-07-26,Google,4505.66,3799,113099
2025-07-26,Influencer,550.0,0,0
2025-07-26,Meta,3453.96,16765,581500
2025-07-26,Microsoft,87.47,111,3274
2025-07-26,Pinterest,491.28,491,41942
2025-07-27,Criteo,4291.46,35759,1110580
2025-07-27,Google,6261.53,5382,157662
2025-07-27,Influencer,250.0,0,0
2025-07-27,Meta,4771.29,16350,446828
2025-07-27,Microsoft,202.28,258,19736
2025-07-27,Pinterest,489.25,493,40906
2025-07-28,Criteo,3177.1,24508,797886
2025-07-28,Google,6036.32,5149,149055
2025-07-28,Influencer,1521.99,0,0
2025-07-28,Meta,4556.36,13206,361884
2025-07-28,Microsoft,210.85,142,16750
2025-07-28,Pinterest,469.73,428,43860
2025-07-29,Criteo,2991.84,17200,942665
2025-07-29,Google,7241.94,5817,182827
2025-07-29,Influencer,700.0,0,0
2025-07-29,Meta,4353.34,5987,196295
2025-07-29,Microsoft,72.56,49,2766
2025-07-29,Pinterest,477.39,423,40206
2025-07-30,Criteo,3141.22,13988,1324322
2025-07-30,Google,4554.91,3682,146054
2025-07-30,Meta,3449.0,3486,153235
2025-07-30,Microsoft,538.17,440,44420
2025-07-30,Pinterest,479.46,422,41980
2025-07-31,Criteo,2899.54,7980,1694316
2025-07-31,Google,5556.06,5590,242334
2025-07-31,Influencer,5210.0,0,0
2025-07-31,Meta,3421.18,11275,387707
2025-07-31,Microsoft,514.15,411,85175
2025-07-31,Pinterest,451.2,386,36963
2025-08-01,Criteo,3138.78,10389,5520487
2025-08-01,Google,3383.63,4023,159026
2025-08-01,Influencer,6815.0,0,0
2025-08-01,Meta,3896.4,15282,439262
2025-08-01,Microsoft,536.09,112,19430
2025-08-01,Pinterest,489.58,254,38346
2025-08-02,Criteo,2844.8,12753,1228802
2025-08-02,Google,5842.69,6300,290774
2025-08-02,Meta,3566.84,12536,365538
2025-08-02,Microsoft,520.36,97,8273
2025-08-02,Pinterest,461.61,218,38044
2025-08-03,Criteo,3138.31,13083,1863766
2025-08-03,Google,6228.64,6602,458870
2025-08-03,Influencer,350.0,0,0
2025-08-03,Meta,3740.87,27838,577144
2025-08-03,Microsoft,444.53,127,12394
2025-08-03,Pinterest,477.04,220,45712
2025-08-04,,53.43,61,1707
2025-08-04,Criteo,2788.4,9687,916920
2025-08-04,Google,4525.36,3897,138818
2025-08-04,Influencer,600.0,0,0
2025-08-04,Meta,4165.23,52460,720941
2025-08-04,Microsoft,555.04,155,24582
2025-08-04,Pinterest,433.53,223,43585
2025-08-04,TikTok,277.56,390,56694
2025-08-05,,57.68,45,1555
2025-08-05,Criteo,3129.4,9007,2339877
2025-08-05,Google,6255.95,5919,311380
2025-08-05,Influencer,3000.0,0,0
2025-08-05,Meta,4437.01,143274,1036023
2025-08-05,Microsoft,536.33,157,31041
2025-08-05,Pinterest,497.38,223,47648
2025-08-05,TikTok,709.47,552,89707
2025-08-06,,287.18,128,5782
2025-08-06,Criteo,3138.53,6478,2199084
2025-08-06,Google,6320.18,3102,169980
2025-08-06,Influencer,2850.0,0,0
2025-08-06,Meta,4419.85,70023,783501
2025-08-06,Microsoft,550.07,124,16522
2025-08-06,Pinterest,447.49,221,36606
2025-08-06,TikTok,702.26,495,38016
2025-08-07,,224.21,151,3112
2025-08-07,Criteo,3073.89,7311,2069717
2025-08-07,Google,7787.93,6197,316653
2025-08-07,Influencer,2750.0,0,0
2025-08-07,Meta,7976.42,74372,1827215
2025-08-07,Microsoft,567.71,109,15705
2025-08-07,Pinterest,497.5,223,32818
2025-08-07,TikTok,604.96,360,30021
2025-08-08,,210.56,69,2771
2025-08-08,Criteo,2772.99,7116,1597180
2025-08-08,Google,5693.73,4402,465006
2025-08-08,Influencer,500.0,0,0
2025-08-08,Meta,5100.95,18800,1033024
2025-08-08,Microsoft,571.75,119,15656
2025-08-08,Pinterest,479.2,251,38171
2025-08-08,TikTok,694.72,408,42881
2025-08-09,,137.42,60,1634
2025-08-09,Criteo,237.71,387,95859
2025-08-09,Google,10179.1,6130,342754
2025-08-09,Meta,3022.27,9210,517284
2025-08-09,Microsoft,547.57,140,15610
2025-08-09,Pinterest,492.86,260,35093
2025-08-09,TikTok,702.64,328,52572
2025-08-10,,136.35,42,1384
2025-08-10,Criteo,350.8,35,86064
2025-08-10,Google,5041.72,3533,137335
2025-08-10,Meta,3996.53,11609,713186
2025-08-10,Microsoft,547.75,137,15076
2025-08-10,Pinterest,461.0,280,35551
2025-08-10,TikTok,601.6,420,43170
2025-08-11,,221.44,87,2963
2025-08-11,Criteo,3290.75,1100,1023122
2025-08-11,Google,4750.97,4310,670807
2025-08-11,Influencer,1830.0,0,0
2025-08-11,Meta,3791.81,12530,762552
2025-08-11,Microsoft,585.49,146,14962
2025-08-11,Pinterest,491.65,211,36540
2025-08-11,TikTok,763.91,456,54494
2025-08-12,,232.31,103,3555
2025-08-12,Criteo,3262.88,1946,1253878
2025-08-12,Google,6852.3,5269,437128
2025-08-12,Influencer,275.0,0,0
2025-08-12,Meta,3636.18,11709,778175
2025-08-12,Microsoft,556.12,131,17245
2025-08-12,Pinterest,482.42,219,33979
2025-08-12,TikTok,932.57,542,57921
2025-08-13,,270.85,77,2630
2025-08-13,Criteo,3232.36,2572,1905931
2025-08-13,Google,2408.45,2162,250431
2025-08-13,Influencer,150.0,0,0
2025-08-13,Meta,4010.04,8931,738618
2025-08-13,Microsoft,103.82,48,12468
2025-08-13,Pinterest,473.72,246,30423
2025-08-13,TikTok,659.06,245,42817
2025-08-14,,220.12,71,2270
2025-08-14,Criteo,244.91,61,138362
2025-08-14,Google,2315.76,1692,163294
2025-08-14,Influencer,2100.0,0,0
2025-08-14,Meta,3873.77,7075,489823
2025-08-14,Microsoft,75.4,69,17757
2025-08-14,Pinterest,470.86,208,37621
2025-08-14,TikTok,722.75,260,44073
2025-08-15,,135.28,25,1155
2025-08-15,Criteo,579.33,35,268855
2025-08-15,Google,1881.9,1252,114211
2025-08-15,Influencer,1012.5,0,0
2025-08-15,Meta,3737.14,7577,539825
2025-08-15,Microsoft,227.29,105,14873
2025-08-15,Pinterest,475.52,188,36022
2025-08-15,TikTok,802.87,404,48585
2025-08-16,Criteo,1291.22,63,483065
2025-08-16,Google,1433.59,1176,126586
2025-08-16,Influencer,450.0,0,0
2025-08-16,Meta,3440.82,8820,539468
2025-08-16,Microsoft,211.82,125,10164
2025-08-16,Pinterest,469.84,227,34235
2025-08-16,TikTok,791.22,615,54126
2025-08-17,Criteo,2041.67,111,640555
2025-08-17,Google,1527.81,1201,109191
2025-08-17,Meta,4100.1,9348,671428
2025-08-17,Microsoft,204.16,104,17472
2025-08-17,Pinterest,483.82,265,39559
2025-08-17,TikTok,734.46,487,45833
2025-08-18,Criteo,3277.97,425,722833
2025-08-18,Google,1089.34,912,103561
2025-08-18,Influencer,1230.0,0,0
2025-08-18,Meta,3817.51,11234,815276
2025-08-18,Microsoft,207.13,88,7897
2025-08-18,Pinterest,474.67,258,38750
2025-08-18,TikTok,666.5,295,48487
2025-08-19,Criteo,3403.86,2259,1122560
2025-08-19,Google,1085.94,769,85282
2025-08-19,Influencer,1000.0,0,0
2025-08-19,Meta,4220.02,9785,888782
2025-08-19,Microsoft,207.43,86,5804
2025-08-19,Pinterest,471.5,235,38212
2025-08-19,TikTok,657.87,376,65360
2025-08-20,Criteo,3260.75,3334,1590210
2025-08-20,Google,1634.21,943,46750
2025-08-20,Meta,4124.21,7010,684455
2025-08-20,Microsoft,206.92,98,8953
2025-08-20,Pinterest,444.04,245,34324
2025-08-20,TikTok,679.94,552,90644
2025-08-21,Criteo,3275.19,3072,1587975
2025-08-21,Google,1834.75,1190,67197
2025-08-21,Influencer,1875.0,0,0
2025-08-21,Meta,3684.76,6636,430524
2025-08-21,Microsoft,144.29,81,5580
2025-08-21,Pinterest,426.14,161,31610
2025-08-21,TikTok,899.59,580,52521
2025-08-22,Criteo,3136.34,9625,4487863
2025-08-22,Google,2250.22,1219,76384
2025-08-22,Influencer,2000.0,0,0
2025-08-22,Meta,4383.28,6328,416996
2025-08-22,Microsoft,111.84,70,4327
2025-08-22,Pinterest,447.36,185,31763
2025-08-22,TikTok,344.76,306,21171
2025-08-23,Criteo,2190.42,9158,3803471
2025-08-23,Google,2472.36,1382,71061
2025-08-23,Influencer,1000.0,0,0
2025-08-23,Meta,3841.14,5126,321292
2025-08-23,Microsoft,102.66,66,4651
2025-08-23,Pinterest,434.15,164,30219
2025-08-23,TikTok,289.03,385,19388
2025-08-24,Criteo,3139.5,13523,5029559
2025-08-24,Google,3028.21,1669,61263
2025-08-24,Meta,4202.96,5379,407665
2025-08-24,Microsoft,159.93,107,7008
2025-08-24,Pinterest,487.47,163,42584
2025-08-24,TikTok,410.46,706,65297
2025-08-25,Criteo,2977.54,11117,4506648
2025-08-25,Google,2739.92,1190,49978
2025-08-25,Influencer,3450.0,0,0
2025-08-25,Meta,4060.0,4321,440412
2025-08-25,Microsoft,201.1,131,7127
2025-08-25,Pinterest,480.59,116,46077
2025-08-25,TikTok,395.4,1946,75162
2025-08-26,Criteo,2316.5,7590,3179053
2025-08-26,Google,2313.85,1149,49579
2025-08-26,Influencer,5970.0,0,0
2025-08-26,Meta,4574.49,3578,380611
2025-08-26,Microsoft,242.9,148,7153
2025-08-26,Pinterest,473.77,112,43684
2025-08-26,TikTok,371.62,508,32008
2025-08-27,Criteo,3138.95,7823,3886615
2025-08-27,Google,2460.61,1248,77054
2025-08-27,Influencer,3750.0,0,0
2025-08-27,Meta,4991.05,3023,232694
2025-08-27,Microsoft,251.48,163,6942
2025-08-27,Pinterest,474.29,138,42424
2025-08-27,TikTok,386.8,601,58229
2025-08-28,Criteo,3079.85,7913,9159022
2025-08-28,Google,1873.7,1034,61344
2025-08-28,Influencer,1505.0,0,0
2025-08-28,Meta,2157.77,1908,127217
2025-08-28,Microsoft,249.42,151,7717
2025-08-28,Pinterest,463.45,173,39116
2025-08-28,TikTok,429.96,569,43924
2025-08-29,Criteo,2852.46,8031,6791076
2025-08-29,Google,1985.86,1214,76379
2025-08-29,Meta,3414.8,4948,290333
2025-08-29,Microsoft,229.92,141,6499
2025-08-29,Pinterest,473.35,157,37631
2025-08-29,TikTok,405.34,505,33195
2025-08-30,Criteo,2980.36,9310,5897365
2025-08-30,Google,1886.57,1089,84314
2025-08-30,Meta,4003.97,6343,346495
2025-08-30,Microsoft,221.17,149,6293
2025-08-30,Pinterest,468.73,130,35118
2025-08-30,TikTok,376.38,337,28367
2025-08-31,Criteo,2675.03,7025,3765102
2025-08-31,Google,1548.54,1055,82736
2025-08-31,Influencer,2416.25,0,0
2025-08-31,Meta,4320.03,9712,383898
2025-08-31,Microsoft,238.28,155,6366
2025-08-31,Pinterest,484.02,174,36375
2025-08-31,TikTok,423.07,479,29862
2025-09-01,Criteo,2866.21,8746,3559808
2025-09-01,Google,2378.18,1382,93515
2025-09-01,Influencer,5500.0,0,0
2025-09-01,Meta,4697.55,3650,261434
2025-09-01,Microsoft,204.01,136,6635
2025-09-01,Pinterest,475.24,158,42401
2025-09-01,TikTok,409.77,565,48839
2025-09-02,Criteo,3047.03,6521,2070674
2025-09-02,Google,2275.71,1338,161354
2025-09-02,Meta,3873.85,3238,305535
2025-09-02,Microsoft,203.49,141,6473
2025-09-02,Pinterest,477.47,227,40928
2025-09-02,TikTok,382.69,573,34020
2025-09-03,Criteo,3056.0,7396,1693442
2025-09-03,Google,2410.67,1769,201446
2025-09-03,Meta,4097.07,3512,378419
2025-09-03,Microsoft,207.71,130,6133
2025-09-03,Pinterest,557.64,261,46273
2025-09-03,TikTok,407.68,751,66282
2025-09-04,Criteo,3014.8,7124,2556680
2025-09-04,Google,1732.51,1477,203697
2025-09-04,Influencer,1500.0,0,0
2025-09-04,Meta,3614.92,3995,379050
2025-09-04,Microsoft,204.25,132,8979
2025-09-04,Pinterest,764.48,392,57308
2025-09-04,TikTok,473.58,770,88919
2025-09-05,Criteo,2957.84,6963,4206090
2025-09-05,Google,1921.52,1793,224377
2025-09-05,Meta,3536.17,2907,395851
2025-09-05,Microsoft,203.46,133,8497
2025-09-05,Pinterest,739.81,383,54849
2025-09-05,TikTok,424.03,768,77464
2025-09-06,Criteo,2587.96,6091,4241201
2025-09-06,Google,1865.09,2021,251599
2025-09-06,Meta,3400.91,3443,372428
2025-09-06,Microsoft,204.19,140,7151
2025-09-06,Pinterest,781.03,513,60248
2025-09-06,TikTok,456.29,1096,86425
2025-09-07,Criteo,2559.12,5808,1865432
2025-09-07,Google,2967.85,2970,456887
2025-09-07,Influencer,735.0,0,0
2025-09-07,Meta,4004.66,3852,472359
2025-09-07,Microsoft,204.13,138,6301
2025-09-07,Pinterest,854.02,484,63260
2025-09-07,TikTok,420.55,1247,62382
2025-09-08,Criteo,3139.69,6116,1694325
2025-09-08,Google,2048.92,1284,129733
2025-09-08,Influencer,750.0,0,0
2025-09-08,Meta,3839.67,2681,409636
2025-09-08,Microsoft,209.14,145,5606
2025-09-08,Pinterest,848.43,449,61183
2025-09-08,TikTok,420.44,746,108008
2025-09-09,Criteo,2655.46,3828,836466
2025-09-09,Google,2380.34,2619,102039
2025-09-09,Influencer,500.0,0,0
2025-09-09,Meta,4445.5,2930,401071
2025-09-09,Microsoft,203.05,131,5999
2025-09-09,Pinterest,826.31,440,60295
2025-09-09,TikTok,420.38,598,77080
2025-09-10,Criteo,3138.8,4724,3072218
2025-09-10,Google,2062.87,2546,187103
2025-09-10,Influencer,1000.0,0,0
2025-09-10,Meta,3907.06,3480,401393
2025-09-10,Microsoft,189.47,110,4037
2025-09-10,Pinterest,848.62,333,59254
2025-09-10,TikTok,420.83,620,105763
2025-09-11,Criteo,2943.75,6387,2637399
2025-09-11,Google,1490.84,2033,216911
2025-09-11,Influencer,1500.0,0,0
2025-09-11,Meta,3979.6,3678,345261
2025-09-11,Microsoft,176.34,109,3610
2025-09-11,Pinterest,866.7,306,56925
2025-09-11,TikTok,423.3,762,53215
2025-09-12,Criteo,2424.07,4488,875461
2025-09-12,Google,3761.96,3461,203479
2025-09-12,Influencer,360.0,0,0
2025-09-12,Meta,4136.22,6187,556964
2025-09-12,Microsoft,182.92,120,3678
2025-09-12,Pinterest,901.19,347,61530
2025-09-12,TikTok,189.56,371,46267
2025-09-13,Criteo,3139.85,6653,3700947
2025-09-13,Google,4721.59,4497,227090
2025-09-13,Meta,4957.39,7744,656396
2025-09-13,Microsoft,141.27,97,3094
2025-09-13,Pinterest,1164.76,400,70585
2025-09-13,TikTok,118.23,265,27627
2025-09-14,Criteo,2708.12,5687,1973532
2025-09-14,Google,4745.22,4063,277369
2025-09-14,Influencer,450.0,0,0
2025-09-14,Meta,5930.09,8880,840023
2025-09-14,Microsoft,110.19,74,3246
2025-09-14,Pinterest,1153.2,474,70145
2025-09-14,TikTok,119.54,290,26063
2025-09-15,Criteo,2668.39,4090,906766
2025-09-15,Google,3173.71,2942,166650
2025-09-15,Meta,2920.41,3465,378846
2025-09-15,Microsoft,170.49,116,5254
2025-09-15,Pinterest,1054.51,307,68750
2025-09-15,TikTok,119.97,337,26124
2025-09-16,Criteo,1503.56,5110,1417327
2025-09-16,Google,2323.79,2662,199542
2025-09-16,Meta,2306.28,2170,182771
2025-09-16,Microsoft,224.14,146,5552
2025-09-16,Pinterest,691.75,268,52358
2025-09-16,TikTok,120.33,277,27883
2025-09-17,Criteo,1454.38,3761,359225
2025-09-17,Google,1985.51,2309,173893
2025-09-17,Influencer,480.0,0,0
2025-09-17,Meta,1915.68,2146,233642
2025-09-17,Microsoft,191.57,132,5132
2025-09-17,Pinterest,762.51,309,57369
2025-09-17,TikTok,120.35,314,28015
2025-09-18,Criteo,1081.3,1523,234386
2025-09-18,Google,1949.4,2178,249603
2025-09-18,Influencer,1000.0,0,0
2025-09-18,Meta,2168.14,2759,279537
2025-09-18,Microsoft,134.02,103,4480
2025-09-18,Pinterest,737.59,227,52331
2025-09-18,TikTok,94.58,235,28282
2025-09-19,Criteo,1457.42,2927,383440
2025-09-19,Google,1488.43,1869,156995
2025-09-19,Influencer,5280.0,0,0
2025-09-19,Meta,1874.96,2253,235870
2025-09-19,Microsoft,109.65,75,2764
2025-09-19,Pinterest,757.03,208,50666
2025-09-19,TikTok,132.81,325,19902
2025-09-20,Criteo,1216.22,2484,355566
2025-09-20,Google,1613.17,1745,99125
2025-09-20,Influencer,350.0,0,0
2025-09-20,Meta,1848.12,2161,201526
2025-09-20,Microsoft,75.74,57,3364
2025-09-20,Pinterest,751.05,272,49827
2025-09-20,TikTok,132.11,361,19370
2025-09-21,Criteo,1495.62,3812,762867
2025-09-21,Google,1617.06,1935,110589
2025-09-21,Influencer,1880.0,0,0
2025-09-21,Meta,2379.7,2828,269474
2025-09-21,Microsoft,106.01,59,2960
2025-09-21,Pinterest,759.26,344,55839
2025-09-21,TikTok,120.24,241,13642
2025-09-22,Criteo,1501.99,2992,1058296
2025-09-22,Google,1407.07,1456,69001
2025-09-22,Influencer,350.0,0,0
2025-09-22,Meta,2282.26,2242,286855
2025-09-22,Microsoft,173.57,109,3631
2025-09-22,Pinterest,755.44,274,52945
2025-09-22,TikTok,120.35,189,17385
2025-09-23,Criteo,1295.08,2381,561679
2025-09-23,Google,1281.78,1342,43158
2025-09-23,Meta,2056.08,2308,279225
2025-09-23,Microsoft,154.85,91,2864
2025-09-23,Pinterest,743.6,338,51223
2025-09-23,TikTok,120.18,240,15856
2025-09-24,Criteo,1455.16,1977,429436
2025-09-24,Google,1161.56,1323,66341
2025-09-24,Influencer,2450.0,0,0
2025-09-24,Meta,2230.82,2665,226539
2025-09-24,Microsoft,173.73,92,2968
2025-09-24,Pinterest,731.73,288,46833
2025-09-24,TikTok,100.24,140,15207
